year,title,author,doi,url,publisher,booktitle,editor,abstract
2024,Are Generative Language Models Multicultural? A Study on {H}ausa Culture and Emotions using {C}hat{GPT},"Ahmad, Ibrahim  and
Dudy, Shiran  and
Ramachandranpillai, Resmi  and
Church, Kenneth",10.18653/v1/2024.c3nlp-1.8,https://aclanthology.org/2024.c3nlp-1.8/,Association for Computational Linguistics,Proceedings of the 2nd Workshop on Cross-Cultural Considerations in NLP,"Prabhakaran, Vinodkumar  and
Dev, Sunipa  and
Benotti, Luciana  and
Hershcovich, Daniel  and
Cabello, Laura  and
Cao, Yong  and
Adebara, Ife  and
Zhou, Li","Large Language Models (LLMs), such as ChatGPT, are widely used to generate content for various purposes and audiences. However, these models may not reflect the cultural and emotional diversity of their users, especially for low-resource languages. In this paper, we investigate how ChatGPT represents Hausa{'}s culture and emotions. We compare responses generated by ChatGPT with those provided by native Hausa speakers on 37 culturally relevant questions. We conducted experiments using emotion analysis. We also used two similarity metrics to measure the alignment between human and ChatGPT responses. We also collect human participants ratings and feedback on ChatGPT responses. Our results show that ChatGPT has some level of similarity to human responses, but also exhibits some gaps and biases in its knowledge and awareness of Hausa culture and emotions. We discuss the implications and limitations of our methodology and analysis and suggest ways to improve the performance and evaluation of LLMs for low-resource languages."
2023,Multilingual Language Models are not Multicultural: A Case Study in Emotion,"Havaldar, Shreya  and
Singhal, Bhumika  and
Rai, Sunny  and
Liu, Langchen  and
Guntuku, Sharath Chandra  and
Ungar, Lyle",10.18653/v1/2023.wassa-1.19,https://aclanthology.org/2023.wassa-1.19/,Association for Computational Linguistics,"Proceedings of the 13th Workshop on Computational Approaches to Subjectivity, Sentiment, {\&} Social Media Analysis","Barnes, Jeremy  and
De Clercq, Orph{\'e}e  and
Klinger, Roman","Emotions are experienced and expressed differently across the world. In order to use Large Language Models (LMs) for multilingual tasks that require emotional sensitivity, LMs must reflect this cultural variation in emotion. In this study, we investigate whether the widely-used multilingual LMs in 2023 reflect differences in emotional expressions across cultures and languages. We find that embeddings obtained from LMs (e.g., XLM-RoBERTa) are Anglocentric, and generative LMs (e.g., ChatGPT) reflect Western norms, even when responding to prompts in other languages. Our results show that multilingual LMs do not successfully learn the culturally appropriate nuances of emotion and we highlight possible research directions towards correcting this."
2023,Cultural Concept Adaptation on Multimodal Reasoning,"Li, Zhi  and
Zhang, Yin",10.18653/v1/2023.emnlp-main.18,https://aclanthology.org/2023.emnlp-main.18/,Association for Computational Linguistics,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,"Bouamor, Houda  and
Pino, Juan  and
Bali, Kalika","Developing cultural adaptation methods is important, which can improve the model performance on the low-resource ones and provide more equitable opportunities for everyone to benefit from advanced technology. Past methods primarily focused on multilingual and multimodal capabilities, and the improvement of multicultural competence is still an unexplored problem. This is largely due to the difficulty of data scarcity and expensive annotation. In this paper, we navigate this uncharted territory by leveraging high-resource cultures to facilitate comprehension of low-resource ones. We first introduce an annotation-free method for cultural-concept adaptation and construct a concept mapping set. To facilitate the model{'}s comprehension of cultural-concept mappings, we propose a new multimodal data augmentation called CultureMixup. This approach employs a three-tier code-switching strategy on textual sentences. Additionally, it uses a cultural concept-based mixup method for the images. This combination effectively generates new data instances across culture, phrase, word, and image levels. For visually grounded reasoning across languages and cultures, experimental results on five languages show that our method consistently improves performance for four existing multilingual and multimodal models on both zero-shot and few-shot settings."
2023,"Cross-Cultural Analysis of Human Values, Morals, and Biases in Folk Tales","Wu, Winston  and
Wang, Lu  and
Mihalcea, Rada",10.18653/v1/2023.emnlp-main.311,https://aclanthology.org/2023.emnlp-main.311/,Association for Computational Linguistics,Proceedings of the 2023 Conference on Empirical Methods in Natural Language Processing,"Bouamor, Houda  and
Pino, Juan  and
Bali, Kalika","Folk tales are strong cultural and social influences in children{'}s lives, and they are known to teach morals and values. However, existing studies on folk tales are largely limited to European tales. In our study, we compile a large corpus of over 1,900 tales originating from 27 diverse cultures across six continents. Using a range of lexicons and correlation analyses, we examine how human values, morals, and gender biases are expressed in folk tales across cultures. We discover differences between cultures in prevalent values and morals, as well as cross-cultural trends in problematic gender biases. Furthermore, we find trends of reduced value expression when examining public-domain fiction stories, extrinsically validate our analyses against the multicultural Schwartz Survey of Cultural Values and the Global Gender Gap Report, and find traditional gender biases associated with values, morals, and agency. This large-scale cross-cultural study of folk tales paves the way towards future studies on how literature influences and reflects cultural norms."
2022,Stanceosaurus: Classifying Stance Towards Multicultural Misinformation,"Zheng, Jonathan  and
Baheti, Ashutosh  and
Naous, Tarek  and
Xu, Wei  and
Ritter, Alan",10.18653/v1/2022.emnlp-main.138,https://aclanthology.org/2022.emnlp-main.138/,Association for Computational Linguistics,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing,"Goldberg, Yoav  and
Kozareva, Zornitsa  and
Zhang, Yue","We present Stanceosaurus, a new corpus of 28,033 tweets in English, Hindi and Arabic annotated with stance towards 250 misinformation claims. As far as we are aware, it is the largest corpus annotated with stance towards misinformation claims. The claims in Stanceosaurus originate from 15 fact-checking sources that cover diverse geographical regions and cultures. Unlike existing stance datasets, we introduce a more fine-grained 5-class labeling strategy with additional subcategories to distinguish implicit stance. Pre-trained transformer-based stance classifiers that are fine-tuned on our corpus show good generalization on unseen claims and regional claims from countries outside the training data. Cross-lingual experiments demonstrate Stanceosaurus' capability of training multilingual models, achieving 53.1 F1 on Hindi and 50.4 F1 on Arabic without any target-language fine-tuning. Finally, we show how a domain adaptation method can be used to improve performance on Stanceosaurus using additional RumourEval-2019 data. We will make Stanceosaurus publicly available to the research community upon publication and hope it will encourage further work on misinformation identification across languages and cultures."
2022,Challenges and Strategies in Cross-Cultural {NLP},"Hershcovich, Daniel  and
Frank, Stella  and
Lent, Heather  and
de Lhoneux, Miryam  and
Abdou, Mostafa  and
Brandl, Stephanie  and
Bugliarello, Emanuele  and
Cabello Piqueras, Laura  and
Chalkidis, Ilias  and
Cui, Ruixiang  and
Fierro, Constanza  and
Margatina, Katerina  and
Rust, Phillip  and
S{\o}gaard, Anders",10.18653/v1/2022.acl-long.482,https://aclanthology.org/2022.acl-long.482/,Association for Computational Linguistics,Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),"Muresan, Smaranda  and
Nakov, Preslav  and
Villavicencio, Aline","Various efforts in the Natural Language Processing (NLP) community have been made to accommodate linguistic diversity and serve speakers of many different languages. However, it is important to acknowledge that speakers and the content they produce and require, vary not just by language, but also by culture. Although language and culture are tightly linked, there are important differences. Analogous to cross-lingual and multilingual NLP, cross-cultural and multicultural NLP considers these differences in order to better serve users of NLP systems. We propose a principled framework to frame these efforts, and survey existing and potential strategies."
2021,Visually Grounded Reasoning across Languages and Cultures,"Liu, Fangyu  and
Bugliarello, Emanuele  and
Ponti, Edoardo Maria  and
Reddy, Siva  and
Collier, Nigel  and
Elliott, Desmond",10.18653/v1/2021.emnlp-main.818,https://aclanthology.org/2021.emnlp-main.818/,Association for Computational Linguistics,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,"Moens, Marie-Francine  and
Huang, Xuanjing  and
Specia, Lucia  and
Yih, Scott Wen-tau","The design of widespread vision-and-language datasets and pre-trained encoders directly adopts, or draws inspiration from, the concepts and images of ImageNet. While one can hardly overestimate how much this benchmark contributed to progress in computer vision, it is mostly derived from lexical databases and image queries in English, resulting in source material with a North American or Western European bias. Therefore, we devise a new protocol to construct an ImageNet-style hierarchy representative of more languages and cultures. In particular, we let the selection of both concepts and images be entirely driven by native speakers, rather than scraping them automatically. Specifically, we focus on a typologically diverse set of languages, namely, Indonesian, Mandarin Chinese, Swahili, Tamil, and Turkish. On top of the concepts and images obtained through this new protocol, we create a multilingual dataset for Multicultural Reasoning over Vision and Language (MaRVL) by eliciting statements from native speaker annotators about pairs of images. The task consists of discriminating whether each grounded statement is true or false. We establish a series of baselines using state-of-the-art models and find that their cross-lingual transfer performance lags dramatically behind supervised performance in English. These results invite us to reassess the robustness and accuracy of current state-of-the-art models beyond a narrow domain, but also open up new exciting challenges for the development of truly multilingual and multicultural systems."
2020,Identifications of Speaker Ethnicity in {S}outh-{E}ast {E}ngland: Multicultural {L}ondon {E}nglish as a Divisible Perceptual Variety,"Cole, Amanda",,https://aclanthology.org/2020.cllrd-1.7/,European Language Resources Association,Proceedings of the LREC 2020 Workshop on ``Citizen Linguistics in Language Resource Development'',"Fiumara, James  and
Cieri, Christopher  and
Liberman, Mark  and
Callison-Burch, Chris","This study uses crowdsourcing through LanguageARC to collect data on levels of accuracy in the identification of speakers' ethnicities. Ten participants (5 US; 5 South-East England) classified lexically identical speech stimuli from a corpus of 227 speakers aged 18-33yrs from South-East England into the main ``ethnic'' groups in Britain: White British, Black British and Asian British. Firstly, the data reveals that there is no significant geographic proximity effect on performance between US and British participants. Secondly, results contribute to recent work suggesting that despite the varying heritages of young, ethnic minority speakers in London, they speak an innovative and emerging variety: Multicultural London English (MLE) (e.g. Cheshire et al., 2011). Countering this, participants found perceptual linguistic differences between speakers of all 3 ethnicities (80.7{\%} accuracy). The highest rate of accuracy (96{\%}) was when identifying the ethnicity of Black British speakers from London whose speech seems to form a distinct, perceptual category. Participants also perform substantially better than chance at identifying Black British and Asian British speakers who are not from London (80{\%} and 60{\%} respectively). This suggests that MLE is not a single, homogeneous variety but instead, there are perceptual linguistic differences by ethnicity which transcend the borders of London."
2018,What Causes the Differences in Communication Styles? A Multicultural Study on Directness and Elaborateness,"Miehle, Juliana  and
Minker, Wolfgang  and
Ultes, Stefan",,https://aclanthology.org/L18-1625/,European Language Resources Association (ELRA),Proceedings of the Eleventh International Conference on Language Resources and Evaluation ({LREC} 2018),"Calzolari, Nicoletta  and
Choukri, Khalid  and
Cieri, Christopher  and
Declerck, Thierry  and
Goggi, Sara  and
Hasida, Koiti  and
Isahara, Hitoshi  and
Maegaard, Bente  and
Mariani, Joseph  and
Mazo, H{\'e}l{\`e}ne  and
Moreno, Asuncion  and
Odijk, Jan  and
Piperidis, Stelios  and
Tokunaga, Takenobu",
2017,"Legal Framework, Dataset and Annotation Schema for Socially Unacceptable Online Discourse Practices in {S}lovene","Fi{\v{s}}er, Darja  and
Erjavec, Toma{\v{z}}  and
Ljube{\v{s}}i{\'c}, Nikola",10.18653/v1/W17-3007,https://aclanthology.org/W17-3007/,Association for Computational Linguistics,Proceedings of the First Workshop on Abusive Language Online,"Waseem, Zeerak  and
Chung, Wendy Hui Kyong  and
Hovy, Dirk  and
Tetreault, Joel","In this paper we present the legal framework, dataset and annotation schema of socially unacceptable discourse practices on social networking platforms in Slovenia. On this basis we aim to train an automatic identification and classification system with which we wish contribute towards an improved methodology, understanding and treatment of such practices in the contemporary, increasingly multicultural information society."
